,id,title,name1,latitude,longitude,address,city,state,zip,county,grade_updated,dry_grade,wet_grade,active,annual_summer_dry,annual_year_wet,annual_winter_dry,annual_year,grade_created,alerts
57,299,Cardiff State Beach Charthouse parking (slight S. of Kilkeny),Cardiff State Beach,33.011892000000000,-117.279937000000000,,Cardiff By The S,CA,92007,San Diego -- San Elijo,2008-04-25,A+,ns,,,,,,,False
58,405,"Leucadia, projection of Grandview St.",Leucadia,33.029500000000000,-117.308900000000000,,Encinitas,CA,92024,San Diego,2008-04-25,ns,ns,,,,,,,False
59,616,Crown Beach Bath House,Crown Beach,37.765825000000000,-122.275060000000000,,Coast Guard Isla,CA,94501,Alameda,2008-05-14,A,ns,,,,,,,False
60,618,Crown Beach Sunset Rd.,Crown Beach,37.759396000000000,-122.265284000000000,,Coast Guard Isla,CA,94501,Alameda,2008-05-14,A+,ns,,,,,,,False
61,581,"Candlestick Point, Sunnydale Cove",Candlestick Point,37.709550000000000,-122.389883333000000,,San Francisco,CA,94124,San Francisco,2008-05-14,A,A,,,,,,,False
62,460,"Sharp Park Beach, projection of San Jose Av.",Sharp Park Beach,37.634004000000000,-122.494467000000000,,Pacifica,CA,94044,San Mateo,2008-05-14,A+,ns,,,,,,,False
63,467,"Pillar Point Harbor, end of Westpoint Ave.",Pillar Point,37.501954000000000,-122.492655000000000,,Moss Beach,CA,94038,San Mateo,2008-05-14,A,ns,,,,,,,False
64,475,San Gregorio State Beach at San Gregorio Creek,San Gregorio State Beach,37.322355000000000,-122.404090000000000,,San Gregorio,CA,94074,San Mateo,2008-05-14,A+,ns,,,,,,,False
65,472,"Roosevelt Beach, south end of parking lot",Roosevelt Beach,37.487092000000000,-122.455303000000000,,Half Moon Bay,CA,94019,San Mateo,2008-05-14,A+,ns,,,,,,,False
66,477,Pescadero State Beach at Pescadero Creek,Pescadero State Beach,37.274236000000000,-122.410127000000000,,San Gregorio,CA,94074,San Mateo,2008-05-14,A,ns,,,,,,,False
67,427,Scott Creek Beach at Scott Creek,Scott Creek Beach,37.038572000000000,-122.229337000000000,,Davenport,CA,95017,Santa Cruz,2008-05-13,A+,ns,,,,,,,False
68,72,Goleta Beach- 200 yds east of pier,Goleta Beach,34.416405000000000,-119.826918000000000,,Goleta,CA,93117,Santa Barbara,2010-09-06,A,ns,,,,,,,False
69,76,East Beach at Mission Creek,East Beach,34.412306000000000,-119.685417000000000,,Santa Barbara,CA,93103,Santa Barbara,2010-09-06,B,ns,,,,,,,False
70,77,East Beach at Sycamore Creek,East Beach,34.416224000000000,-119.666549000000000,,Santa Barbara,CA,93103,Santa Barbara,2010-09-06,A+,ns,,,,,,,False
71,34,"Marina del Rey, Mothers' Beach- between lifeguard and dock",Marina del Rey Harbor,33.981700000000000,-118.457000000000000,,Marina Del Rey,CA,90292,Los Angeles,2010-09-06,A+,ns,,,,,,,False
72,257,Butterfly Beach,Butterfly Beach,34.417278000000000,-119.647556000000000,,Montecito,CA,93108,Santa Barbara,2010-09-06,A,ns,,,,,,,False
73,641,Redondo State Beach at Sapphire Street,Redondo State Beach,33.833838000000000,-118.390816000000000,,Redondo Beach,CA,90277,Los Angeles -- Redondo,2010-09-06,A+,ns,,,,,,,False
74,613,Keller Beach North Beach,Keller Beach,37.921050000000000,-122.386938000000000,,Richmond,CA,94801,Contra Costa,2010-08-30,A+,ns,,,,,,,False
75,620,Crown Beach Bird Sanctuary,Crown Beach,37.753987000000000,-122.250771000000000,,Coast Guard Isla,CA,94501,Alameda,2010-08-30,A+,ns,,,,,,,False
76,300,"Cardiff State Beach, Las Olas (100 yds. south of Charthouse)",Cardiff State Beach,33.005833,-117.278472,,Cardiff By The S,CA,92007,San Diego -- San Elijo,2010-08-30,A+,ns,,,,,,,False
77,507,Manhattan Beach at 28th St. drain,Manhattan Beach,33.894457000000000,-118.418925000000000,,Manhattan Beach,CA,90266,Los Angeles,2010-10-05,B,ns,,,,,,,False
78,37,Dockweiler State Beach at Ballona Creek mouth,Dockweiler State Beach,33.961154700000000,-118.456217900000000,,Playa Del Rey,CA,90293,Los Angeles,2010-10-05,C,ns,,,,,,,False
79,587,Pillar Point #8 Mavericks Beach,Pillar Point,37.498902000000000,-122.495791000000000,,Half Moon Bay,CA,94019,San Mateo,2010-10-04,D,ns,,,,,,,False
80,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2005-05-02,A+,ns,,,,,,,False
81,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2005-04-25,A+,ns,,,,,,,False
82,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2005-05-30,A+,A+,,,,,,,False
83,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2005-06-13,A+,ns,,,,,,,False
84,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2005-11-14,A+,A+,,,,,,,False
85,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2006-01-09,A+,A,,,,,,,False
86,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2006-02-21,A+,A+,,,,,,,False
87,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2006-05-08,A+,A+,,,,,,,False
88,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2006-05-21,A+,A+,,,,,,,False
89,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2006-06-12,A+,A+,,,,,,,False
90,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2006-11-13,A+,ns,,,,,,,False
91,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2006-12-12,A+,A+,,,,,,,False
92,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-01-09,A+,A+,,,,,,,False
93,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-02-28,A+,A+,,,,,,,False
94,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-04-24,A+,ns,,,,,,,False
95,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-05-22,A+,ns,,,,,,,False
96,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-06-05,A+,ns,,,,,,,False
97,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-07-03,A+,ns,,,,,,,False
98,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-06-26,A+,ns,,,,,,,False
99,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-08-04,A+,ns,,,,,,,False
100,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-08-24,A+,ns,,,,,,,False
101,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-09-15,A+,ns,,,,,,,False
102,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-10-17,A+,A+,,,,,,,False
103,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-11-13,A+,A+,,,,,,,False
104,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-11-19,A+,A+,,,,,,,False
105,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-12-04,A+,ns,,,,,,,False
106,261,Promenade Park- projection of Oak St.,Promenade Park-Oak Street,34.275478000000000,-119.294724000000000,,San Buenaventura,CA,93001,Ventura,2008-05-13,A+,ns,,,,,,,False
107,442,"Capitola Beach, east of the Capitola Pier",Capitola Beach,118.000000000000000,80.000000000000000,,,CA,,Santa Cruz,2008-08-26,ns,ns,,,,,,,False
108,448,Hidden Beach,Hidden Beach,36.956925000000000,-121.889050000000000,,Aptos,CA,95003,Santa Cruz,2008-08-26,A+,ns,,,,,,,False
109,455,"Lover's Point Park, projection of 16th Street",Lover's Point Park,36.624874000000000,-121.916300000000000,,Pacific Grove,CA,93950,Monterey,2008-08-26,A+,ns,,,,,,,False
110,460,"Sharp Park Beach, projection of San Jose Av.",Sharp Park Beach,37.634004000000000,-122.494467000000000,,Pacifica,CA,94044,San Mateo,2008-08-25,A+,ns,,,,,,,False
111,466,Fitzgerald Marine Reserve at San Vicente Creek,Fitzgerald Marine Reserve,37.524251000000000,-122.517974000000000,,Moss Beach,CA,94038,San Mateo,2008-08-25,A+,ns,,,,,,,False
112,465,"Montara State Beach, at Martini Creek",Montara State Beach,37.552999000000000,-122.513858000000000,,Moss Beach,CA,94038,San Mateo,2008-08-25,A+,ns,,,,,,,False
113,475,San Gregorio State Beach at San Gregorio Creek,San Gregorio State Beach,37.322355000000000,-122.404090000000000,,San Gregorio,CA,94074,San Mateo,2008-08-25,A+,ns,,,,,,,False
114,482,Stillwater Cove Regional Park Beach,Stillwater Cove Regional Park Beach,38.546902933000000,-123.297521637000000,,Jenner,CA,95450,Sonoma,2008-08-25,A+,ns,,,,,,,False
115,533,"Mission Bay, Ventura Cove",Mission Bay,32.770880000000000,-117.244680000000000,,San Diego,CA,92109,San Diego,2008-05-10,A+,ns,,,,,,,False
116,59,Cabrillo Beach- oceanside,Cabrillo Beach,33.708894000000000,-118.284008000000000,,San Pedro,CA,90731,Los Angeles -- LA City,2008-05-13,A+,ns,,,,,,,False
117,137,"Alamitos Bay, 2nd St. Bridge & Bayshore",Alamitos Bay,33.757741000000000,-118.130160000000000,,Long Beach,CA,90803,Los Angeles -- Long Beach,2008-05-12,A+,ns,,,,,,,False
118,192,Long Beach City Beach- projection of 10th Place,Long Beach,33.763377000000000,-118.173642000000000,,Long Beach,CA,90802,Los Angeles -- Long Beach,2008-05-12,A,ns,,,,,,,False
119,194,Long Beach City Beach- projection of Molino Ave.,Long Beach,33.761390000000000,-118.162270000000000,,Long Beach,CA,90803,Los Angeles -- Long Beach,2008-05-12,A+,ns,,,,,,,False
120,197,Belmont Pier - westside,Belmont Pier,33.758033333000000,-118.149033333000000,,Long Beach,CA,90814,Los Angeles -- Long Beach,2008-05-12,A+,ns,,,,,,,False
121,201,Long Beach City Beach- projection of Granada Ave.,Long Beach,33.754350000000000,-118.140000000000000,,Long Beach,CA,90803,Los Angeles -- Long Beach,2008-05-12,A,ns,,,,,,,False
122,250,Avalon Beach - 100 feet west of the Green Pleasure Pier,Avalon Beach,33.344138000000000,-118.325680000000000,,Avalon,CA,90704,Los Angeles,2008-05-05,A,ns,,,,,,,False
123,342,"Mission Bay, DeAnza Cove - swim area","Mission Bay, DeAnza Cove",-117.220000000000000,32.788300000000000,,,CA,,San Diego,2008-05-10,ns,ns,,,,,,,False
124,357,"Sunset Cliffs, projection of Ladera Street",Sunset Cliffs,32.719459000000000,-117.256957000000000,,San Diego,CA,92107,San Diego,2008-05-10,A+,ns,,,,,,,False
125,360,"Point Loma, Lighthouse",Point Loma,32.665906000000000,-117.244034000000000,,San Diego,CA,92135,San Diego,2008-05-10,A+,ns,,,,,,,False
126,361,"San Diego Bay, north of Kellogg St.",San Diego Bay,32.709210000000000,-117.236780000000000,,San Diego,CA,92106,San Diego,2008-05-10,ns,ns,,,,,,,False
127,362,"San Diego Bay, Shelter Island (Shoreline Beach Park)",San Diego Bay,32.714770000000000,-117.224300000000000,,San Diego,CA,92106,San Diego,2008-05-10,A+,ns,,,,,,,False
128,372,"Imperial Beach, projection of Carnation Av.",Imperial Beach,32.585643000000000,-117.132675000000000,,Imperial Beach,CA,91932,San Diego,2008-05-10,A+,ns,,,,,,,False
129,377,Imperial Beach. south end of Seacoast Dr.,Imperial Beach,32.566363000000000,-117.132747000000000,,Imperial Beach,CA,91932,San Diego,2008-05-10,A+,ns,,,,,,,False
130,379,"Tijuana Slough NWRS, Tijuana Rivermouth",Tijuana Slough NWRS,32.556141000000000,-117.129047000000000,,Imperial Beach,CA,91932,San Diego,2008-05-10,A+,ns,,,,,,,False
131,384,Surf Beach (1/2 mile downcoast from Ocean Beach),Surf Beach,118.000000000000000,100.000000000000000,,,CA,,Santa Barbara,2008-08-11,ns,ns,,,,,,,False
132,408,"Colorado Lagoon, north",Colorado Lagoon,33.771333333000000,-118.134050000000000,,Long Beach,CA,90814,Los Angeles -- Long Beach,2008-08-04,C,ns,,,,,,,False
133,412,"Mission Bay, Bahia Point - northside (apex of Gleason Rd.)",Mission Bay,32.775000000000000,-117.245000000000000,,San Diego,CA,92109,San Diego,2008-08-08,A+,ns,,,,,,,False
134,418,"Mission Bay, DeAnza Cove (mid-cove)",Mission Bay,32.796793000000000,-117.214194000000000,,San Diego,CA,92109,San Diego,2008-08-08,A+,ns,,,,,,,False
135,55,Abalone Cove Shoreline Park,Abalone Cove,33.741585000000000,-118.379189000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-07-14,A+,ns,,,,,,,False
136,55,Abalone Cove Shoreline Park,Abalone Cove,33.741585000000000,-118.379189000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-08-14,A+,ns,,,,,,,False
137,55,Abalone Cove Shoreline Park,Abalone Cove,33.741585000000000,-118.379189000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-09-04,A+,ns,,,,,,,False
138,55,Abalone Cove Shoreline Park,Abalone Cove,33.741585000000000,-118.379189000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-10-03,A+,A+,,,,,,,False
139,55,Abalone Cove Shoreline Park,Abalone Cove,33.741585000000000,-118.379189000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-11-13,A+,A+,,,,,,,False
140,55,Abalone Cove Shoreline Park,Abalone Cove,33.741585000000000,-118.379189000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2007-12-11,A+,A+,,,,,,,False
141,55,Abalone Cove Shoreline Park,Abalone Cove,33.741585000000000,-118.379189000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2008-01-22,A+,ns,,,,,,,False
142,55,Abalone Cove Shoreline Park,Abalone Cove,33.741585000000000,-118.379189000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2008-02-12,A+,A+,,,,,,,False
143,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,CA,90275,Los Angeles -- LA Sanitation,2008-01-01,A+,A+,,,,,,,False
