id,json_id,name1,latitude,longitude,address,city,county,state,zip,active,grade_updated,dry_grade,wet_grade,annual_summer_dry,annual_year_wet,annual_winter_dry,annual_year,grade_created
13,196,Long Beach,33.758683333,-118.151283333,"",Long Beach,Los Angeles -- Long Beach,CA,90803,"",2008-04-24,A,ns,"","","","",2008-04-24
14,131,Long Beach,33.747633333,-118.123433333,"",Long Beach,Los Angeles -- Long Beach,CA,90803,"",2008-04-24,A,ns,"","","","",2008-04-24
15,200,Long Beach,33.7562,-118.143966666,"",Long Beach,Los Angeles -- Long Beach,CA,90803,"",2008-04-24,A,ns,"","","","",2008-04-24
16,140,Seal Beach,33.736432,-118.102301,,Seal Beach,Orange,CA,90740,"",2008-04-24,A+,ns,"","","","",2008-04-24
17,157,Balboa Beach,33.59369,-117.881662,,Newport Beach,Orange,CA,92661,"",2008-04-24,A+,ns,"","","","",2008-04-24
18,509,Newport Beach,33.60959,-117.93094,,Newport Beach,Orange,CA,92663,"",2008-04-24,ns,ns,"","","","",2008-04-24
19,330,Mission Beach,32.76245,-117.24913,,San Diego,San Diego,CA,92109,"",2008-04-25,A+,ns,"","","","",2008-04-25
20,336,"Mission Bay, Sail Bay",32.7883,-117.2517,,San Diego,San Diego,CA,92109,"",2008-04-25,A+,ns,"","","","",2008-04-25
21,341,Mission Bay,32.795,-117.2217,,San Diego,San Diego,CA,92109,"",2008-04-25,A+,ns,"","","","",2008-04-25
22,339,Mission Bay,32.7833,-117.2317,,San Diego,San Diego,CA,92109,"",2008-04-25,ns,ns,"","","","",2008-04-25
23,172,Newport Bay,33.61495,-117.91957,,Newport Beach,Orange,CA,92663,"",2008-04-24,A+,ns,"","","","",2008-04-24
24,612,Mission Bay,32.776039,-117.237694,,San Diego,San Diego,CA,92109,"",2008-04-25,A+,ns,"","","","",2008-04-25
25,185,Newport Bay,33.61259,-117.90758,,Newport Beach,Orange,CA,92663,"",2008-04-24,A+,ns,"","","","",2008-04-24
26,169,Newport Bay,33.61834,-117.93426,,Newport Beach,Orange,CA,92663,"",2008-04-24,A+,ns,"","","","",2008-04-24
27,182,Newport Bay,33.60871,-117.89053,,Newport Beach,Orange,CA,92662,"",2008-04-24,A+,ns,"","","","",2008-04-24
28,235,Capistrano County Beach,33.4545,-117.66827,,Capistrano Beach,Orange,CA,92624,"",2008-04-24,A+,ns,"","","","",2008-04-24
29,363,San Diego Bay,32.72838,-117.20996,,San Diego,San Diego,CA,92106,"",2008-04-25,A+,ns,"","","","",2008-04-25
30,359,Point Loma,32.680862,-117.248535,,San Diego,San Diego,CA,92106,"",2008-04-25,A+,ns,"","","","",2008-04-25
31,178,Newport Bay,33.60639,-117.89939,,Newport Beach,Orange,CA,92662,"",2008-04-24,A+,ns,"","","","",2008-04-24
32,426,San Diego Bay,32.7182,-117.233,,San Diego,San Diego,CA,92106,"",2008-04-25,ns,ns,"","","","",2008-04-25
33,367,San Diego Bay,32.69041,-117.16435,,Coronado,San Diego,CA,92118,"",2008-04-25,B,ns,"","","","",2008-04-25
34,208,Emerald Bay Beach,33.550872,-117.808389,,Laguna Niguel,Orange,CA,92651,"",2008-04-24,A+,ns,"","","","",2008-04-24
35,381,Border Field State Park,32.5353,-117.125,,Imperial Beach,San Diego,CA,91932,"",2008-04-25,A+,ns,"","","","",2008-04-25
36,377,Imperial Beach,32.566363,-117.132747,,Imperial Beach,San Diego,CA,91932,"",2008-04-25,A+,ns,"","","","",2008-04-25
37,403,San Onofre State Beach,33.378886,-117.572642,,Newport Beach,San Diego,CA,92659,"",2008-04-25,ns,ns,"","","","",2008-04-25
38,246,Dana Point Harbor,33.462434,-117.704098,,Monarch Bay,Orange,CA,92629,"",2008-04-24,A+,ns,"","","","",2008-04-24
39,209,Crescent Bay Beach,33.546404,-117.80152,,Laguna Niguel,Orange,CA,92651,"",2008-04-24,A+,ns,"","","","",2008-04-24
40,296,Crystal Cove,33.573805,-117.840761,,Newport Beach,Orange,CA,92657,"",2004-01-17,A+,A+,"","","","",2004-01-17
41,578,Mad River Mouth,40.953353,-124.12959,,Mc Kinleyville,Humboldt,CA,95521,"",2008-05-13,A+,A,"","","","",2008-05-13
42,589,Pudding Creek,39.459052,-123.80984,,Fort Bragg,Mendocino,CA,95437,"",2008-05-13,A+,A+,"","","","",2008-05-13
43,576,Big River,39.302299,-123.793009,,Mendocino,Mendocino,CA,95460,"",2008-05-13,A+,A+,"","","","",2008-05-13
44,482,Stillwater Cove Regional Park Beach,38.546902933,-123.297521637,,Jenner,Sonoma,CA,95450,"",2008-05-12,A+,ns,"","","","",2008-05-12
45,275,Oceanside,33.17781407,-117.3708564,"",Oceanside,San Diego -- Oceanside,CA,92054,"",2008-04-25,A+,ns,"","","","",2008-04-25
46,296,Crystal Cove,33.573805,-117.840761,,Newport Beach,Orange,CA,92657,"",2004-02-07,A+,A+,"","","","",2004-02-07
47,219,Aliso Creek Beach,33.508253,-117.751837,,Laguna Niguel,Orange,CA,92651,"",2008-04-24,A+,ns,"","","","",2008-04-24
48,276,Oceanside,33.172717,-117.366302,"",Oceanside,San Diego -- Oceanside,CA,92054,"",2008-04-25,A+,ns,"","","","",2008-04-25
49,483,Goat Rock State Park Beach,38.440741937,-123.125474992,,Jenner,Sonoma,CA,95450,"",2008-05-12,A+,ns,"","","","",2008-05-12
50,224,Three Arch Bay,33.488958,-117.73599,,Capistrano Beach,Orange,CA,92624,"",2008-04-24,A+,ns,"","","","",2008-04-24
51,222,Laguna Lido Apt.,33.50051,-117.74504,,Laguna Niguel,Orange,CA,92677,"",2008-04-24,A+,ns,"","","","",2008-04-24
52,272,Oceanside,33.190213,-117.381859,"",Oceanside,San Diego -- Oceanside,CA,92054,"",2008-04-25,A+,ns,"","","","",2008-04-25
53,220,Camel Point,33.507,-117.751,,Laguna Niguel,Orange,CA,92651,"",2008-04-24,A+,ns,"","","","",2008-04-24
54,290,Encinitas,33.048049,-117.298693,,Encinitas,San Diego,CA,92024,"",2008-04-25,A+,ns,"","","","",2008-04-25
55,498,Baker Beach,37.789783,-122.487303,,San Francisco,San Francisco,CA,94121,"",2008-05-14,A,ns,"","","","",2008-05-14
56,291,Encinitas,33.034314,-117.292326,,Encinitas,San Diego,CA,92024,"",2008-04-25,A+,ns,"","","","",2008-04-25
57,306,Del Mar,32.96239,-117.26873,,Solana Beach,San Diego,CA,92075,"",2008-04-25,ns,ns,"","","","",2008-04-25
58,299,Cardiff State Beach,33.011892,-117.279937,"",Cardiff By The S,San Diego -- San Elijo,CA,92007,"",2008-04-25,A+,ns,"","","","",2008-04-25
59,405,Leucadia,33.0295,-117.3089,,Encinitas,San Diego,CA,92024,"",2008-04-25,ns,ns,"","","","",2008-04-25
60,616,Crown Beach,37.765825,-122.27506,,Coast Guard Isla,Alameda,CA,94501,"",2008-05-14,A,ns,"","","","",2008-05-14
61,618,Crown Beach,37.759396,-122.265284,,Coast Guard Isla,Alameda,CA,94501,"",2008-05-14,A+,ns,"","","","",2008-05-14
62,581,Candlestick Point,37.70955,-122.389883333,,San Francisco,San Francisco,CA,94124,"",2008-05-14,A,A,"","","","",2008-05-14
63,460,Sharp Park Beach,37.634004,-122.494467,,Pacifica,San Mateo,CA,94044,"",2008-05-14,A+,ns,"","","","",2008-05-14
64,467,Pillar Point,37.501954,-122.492655,,Moss Beach,San Mateo,CA,94038,"",2008-05-14,A,ns,"","","","",2008-05-14
65,475,San Gregorio State Beach,37.322355,-122.40409,"",San Gregorio,San Mateo,CA,94074,"",2008-05-14,A+,ns,"","","","",2008-05-14
66,472,Roosevelt Beach,37.487092,-122.455303,,Half Moon Bay,San Mateo,CA,94019,"",2008-05-14,A+,ns,"","","","",2008-05-14
67,477,Pescadero State Beach,37.274236,-122.410127,,San Gregorio,San Mateo,CA,94074,"",2008-05-14,A,ns,"","","","",2008-05-14
68,427,Scott Creek Beach,37.038572,-122.229337,,Davenport,Santa Cruz,CA,95017,"",2008-05-13,A+,ns,"","","","",2008-05-13
69,72,Goleta Beach,34.416405,-119.826918,,Goleta,Santa Barbara,CA,93117,"",2010-09-06,A,ns,"","","","",2010-09-06
70,76,East Beach,34.412306,-119.685417,,Santa Barbara,Santa Barbara,CA,93103,"",2010-09-06,B,ns,"","","","",2010-09-06
71,77,East Beach,34.416224,-119.666549,,Santa Barbara,Santa Barbara,CA,93103,"",2010-09-06,A+,ns,"","","","",2010-09-06
72,34,Marina del Rey Harbor,33.9817,-118.457,,Marina Del Rey,Los Angeles,CA,90292,"",2010-09-06,A+,ns,"","","","",2010-09-06
73,257,Butterfly Beach,34.417278,-119.647556,,Montecito,Santa Barbara,CA,93108,"",2010-09-06,A,ns,"","","","",2010-09-06
74,641,Redondo State Beach,33.833838,-118.390816,"",Redondo Beach,Los Angeles -- Redondo,CA,90277,"",2010-09-06,A+,ns,"","","","",2010-09-06
75,613,Keller Beach,37.92105,-122.386938,,Richmond,Contra Costa,CA,94801,"",2010-08-30,A+,ns,"","","","",2010-08-30
76,620,Crown Beach,37.753987,-122.250771,,Coast Guard Isla,Alameda,CA,94501,"",2010-08-30,A+,ns,"","","","",2010-08-30
77,300,Cardiff State Beach,33.005833,-117.278472,"",Cardiff By The S,San Diego -- San Elijo,CA,92007,"",2010-08-30,A+,ns,"","","","",2010-08-30
78,507,Manhattan Beach,33.894457,-118.418925,,Manhattan Beach,Los Angeles,CA,90266,"",2010-10-05,B,ns,"","","","",2010-10-05
79,37,Dockweiler State Beach,33.9611547,-118.4562179,,Playa Del Rey,Los Angeles,CA,90293,"",2010-10-05,C,ns,"","","","",2010-10-05
80,587,Pillar Point,37.498902,-122.495791,,Half Moon Bay,San Mateo,CA,94019,"",2010-10-04,D,ns,"","","","",2010-10-04
81,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2005-05-02,A+,ns,"","","","",2005-05-02
82,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2005-04-25,A+,ns,"","","","",2005-04-25
83,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2005-05-30,A+,A+,"","","","",2005-05-30
84,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2005-06-13,A+,ns,"","","","",2005-06-13
85,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2005-11-14,A+,A+,"","","","",2005-11-14
86,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2006-01-09,A+,A,"","","","",2006-01-09
87,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2006-02-21,A+,A+,"","","","",2006-02-21
88,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2006-05-08,A+,A+,"","","","",2006-05-08
89,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2006-05-21,A+,A+,"","","","",2006-05-21
90,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2006-06-12,A+,A+,"","","","",2006-06-12
91,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2006-11-13,A+,ns,"","","","",2006-11-13
92,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2006-12-12,A+,A+,"","","","",2006-12-12
93,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-01-09,A+,A+,"","","","",2007-01-09
94,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-02-28,A+,A+,"","","","",2007-02-28
95,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-04-24,A+,ns,"","","","",2007-04-24
96,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-05-22,A+,ns,"","","","",2007-05-22
97,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-06-05,A+,ns,"","","","",2007-06-05
98,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-07-03,A+,ns,"","","","",2007-07-03
99,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-06-26,A+,ns,"","","","",2007-06-26
100,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-08-04,A+,ns,"","","","",2007-08-04
101,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-08-24,A+,ns,"","","","",2007-08-24
102,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-09-15,A+,ns,"","","","",2007-09-15
103,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-10-17,A+,A+,"","","","",2007-10-17
104,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-11-13,A+,A+,"","","","",2007-11-13
105,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-11-19,A+,A+,"","","","",2007-11-19
106,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-12-04,A+,ns,"","","","",2007-12-04
107,261,Promenade Park-Oak Street,34.275478,-119.294724,,San Buenaventura,Ventura,CA,93001,"",2008-05-13,A+,ns,"","","","",2008-05-13
109,448,Hidden Beach,36.956925,-121.88905,,Aptos,Santa Cruz,CA,95003,"",2008-08-26,A+,ns,"","","","",2008-08-26
110,455,Lover's Point Park,36.624874,-121.9163,,Pacific Grove,Monterey,CA,93950,"",2008-08-26,A+,ns,"","","","",2008-08-26
111,460,Sharp Park Beach,37.634004,-122.494467,,Pacifica,San Mateo,CA,94044,"",2008-08-25,A+,ns,"","","","",2008-08-25
112,466,Fitzgerald Marine Reserve,37.524251,-122.517974,,Moss Beach,San Mateo,CA,94038,"",2008-08-25,A+,ns,"","","","",2008-08-25
113,465,Montara State Beach,37.552999,-122.513858,"",Moss Beach,San Mateo,CA,94038,"",2008-08-25,A+,ns,"","","","",2008-08-25
114,475,San Gregorio State Beach,37.322355,-122.40409,"",San Gregorio,San Mateo,CA,94074,"",2008-08-25,A+,ns,"","","","",2008-08-25
115,482,Stillwater Cove Regional Park Beach,38.546902933,-123.297521637,,Jenner,Sonoma,CA,95450,"",2008-08-25,A+,ns,"","","","",2008-08-25
116,533,Mission Bay,32.77088,-117.24468,,San Diego,San Diego,CA,92109,"",2008-05-10,A+,ns,"","","","",2008-05-10
117,59,Cabrillo Beach,33.708894,-118.284008,"",San Pedro,Los Angeles -- LA City,CA,90731,"",2008-05-13,A+,ns,"","","","",2008-05-13
118,137,Alamitos Bay,33.757741,-118.13016,"",Long Beach,Los Angeles -- Long Beach,CA,90803,"",2008-05-12,A+,ns,"","","","",2008-05-12
119,192,Long Beach,33.763377,-118.173642,"",Long Beach,Los Angeles -- Long Beach,CA,90802,"",2008-05-12,A,ns,"","","","",2008-05-12
120,194,Long Beach,33.76139,-118.16227,"",Long Beach,Los Angeles -- Long Beach,CA,90803,"",2008-05-12,A+,ns,"","","","",2008-05-12
121,197,Belmont Pier,33.758033333,-118.149033333,"",Long Beach,Los Angeles -- Long Beach,CA,90814,"",2008-05-12,A+,ns,"","","","",2008-05-12
122,201,Long Beach,33.75435,-118.14,"",Long Beach,Los Angeles -- Long Beach,CA,90803,"",2008-05-12,A,ns,"","","","",2008-05-12
123,250,Avalon Beach,33.344138,-118.32568,,Avalon,Los Angeles,CA,90704,"",2008-05-05,A,ns,"","","","",2008-05-05
125,357,Sunset Cliffs,32.719459,-117.256957,"",San Diego,San Diego,CA,92107,"",2008-05-10,A+,ns,"","","","",2008-05-10
126,360,Point Loma,32.665906,-117.244034,,San Diego,San Diego,CA,92135,"",2008-05-10,A+,ns,"","","","",2008-05-10
127,361,San Diego Bay,32.70921,-117.23678,,San Diego,San Diego,CA,92106,"",2008-05-10,ns,ns,"","","","",2008-05-10
128,362,San Diego Bay,32.71477,-117.2243,,San Diego,San Diego,CA,92106,"",2008-05-10,A+,ns,"","","","",2008-05-10
129,372,Imperial Beach,32.585643,-117.132675,,Imperial Beach,San Diego,CA,91932,"",2008-05-10,A+,ns,"","","","",2008-05-10
130,377,Imperial Beach,32.566363,-117.132747,,Imperial Beach,San Diego,CA,91932,"",2008-05-10,A+,ns,"","","","",2008-05-10
131,379,Tijuana Slough NWRS,32.556141,-117.129047,"",Imperial Beach,San Diego,CA,91932,"",2008-05-10,A+,ns,"","","","",2008-05-10
133,408,Colorado Lagoon,33.771333333,-118.13405,"",Long Beach,Los Angeles -- Long Beach,CA,90814,"",2008-08-04,C,ns,"","","","",2008-08-04
134,412,Mission Bay,32.775,-117.245,,San Diego,San Diego,CA,92109,"",2008-08-08,A+,ns,"","","","",2008-08-08
135,418,Mission Bay,32.796793,-117.214194,,San Diego,San Diego,CA,92109,"",2008-08-08,A+,ns,"","","","",2008-08-08
136,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-07-14,A+,ns,"","","","",2007-07-14
137,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-08-14,A+,ns,"","","","",2007-08-14
138,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-09-04,A+,ns,"","","","",2007-09-04
139,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-10-03,A+,A+,"","","","",2007-10-03
140,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-11-13,A+,A+,"","","","",2007-11-13
141,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2007-12-11,A+,A+,"","","","",2007-12-11
142,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-01-22,A+,ns,"","","","",2008-01-22
143,55,Abalone Cove,33.741585,-118.379189,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-02-12,A+,A+,"","","","",2008-02-12
144,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-01-01,A+,A+,"","","","",2008-01-01
145,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-01-08,A+,A+,"","","","",2008-01-08
146,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-01-29,A+,A+,"","","","",2008-01-29
147,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-02-20,A+,A+,"","","","",2008-02-20
148,56,Portuguese Bend Cove,33.735574,-118.35948,"",Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,"",2008-02-26,ns,ns,"","","","",2008-02-26
149,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1998-09-28,A+,ns,"","","","",1998-09-28
150,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1998-12-21,A+,C,"","","","",1998-12-21
151,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1999-01-11,C,ns,"","","","",1999-01-11
152,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1999-02-01,C,A+,"","","","",1999-02-01
153,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1999-02-22,A+,A+,"","","","",1999-02-22
154,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1999-05-17,A+,ns,"","","","",1999-05-17
155,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1999-06-07,A+,A+,"","","","",1999-06-07
156,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1999-06-14,A+,A+,"","","","",1999-06-14
157,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1999-08-23,A+,ns,"","","","",1999-08-23
158,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",1999-09-13,A+,ns,"","","","",1999-09-13
159,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-01-01,A,B,"","","","",2000-01-01
160,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-01-03,A+,ns,"","","","",2000-01-03
161,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-01-25,A+,ns,"","","","",2000-01-25
162,449,Manresa Beach,36.931881,-121.863115,,La Selva Beach,Santa Cruz,CA,95076,"",2010-10-04,A+,ns,"","","","",2010-10-04
163,65,Gaviota State Beach,34.47078,-120.225392,,Los Alamos,Santa Barbara,CA,93440,"",2010-10-04,A,ns,"","","","",2010-10-04
164,66,Guadalupe Dunes,34.966372,-120.65138,,Guadalupe,Santa Barbara,CA,93434,"",2010-10-04,A+,ns,"","","","",2010-10-04
165,487,Huntington City Beach,33.645938,-117.988109,"",Costa Mesa,Orange,CA,92627,"",2010-10-01,A+,ns,"","","","",2010-10-01
166,235,Capistrano County Beach,33.4545,-117.66827,,Capistrano Beach,Orange,CA,92624,"",2010-09-30,A,ns,"","","","",2010-09-30
167,212,Laguna Main Beach,33.529578,-117.773842,,Laguna Niguel,Orange,CA,92651,"",2010-09-29,A+,ns,"","","","",2010-09-29
168,224,Three Arch Bay,33.488958,-117.73599,,Capistrano Beach,Orange,CA,92624,"",2010-09-29,A+,ns,"","","","",2010-09-29
169,241,San Clemente,33.4051,-117.6069,,San Clemente,Orange,CA,92672,"",2010-09-30,A+,ns,"","","","",2010-09-30
170,221,Table Rock,33.503634,-117.747716,,Monarch Bay,Orange,CA,92629,"",2010-09-29,A+,ns,"","","","",2010-09-29
171,160,Huntington Harbor,33.72895,-118.0647,,Fountain Valley,Orange,CA,92708,"",2010-09-28,A+,ns,"","","","",2010-09-28
172,479,Gazos Beach,37.16508,-122.363199,,Pescadero,San Mateo,CA,94060,"",2010-10-12,A+,ns,"","","","",2010-10-12
569,60,Cabrillo Beach,33.71116,-118.282941,"",San Pedro,Los Angeles -- LA City,CA,90731,"",1998-08-10,F,ns,"","","","",1998-08-10
173,303,Solana Beach,32.991308,-117.27464,"",Solana Beach,San Diego -- San Elijo,CA,92075,"",2010-09-27,A+,ns,"","","","",2010-09-27
174,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-03-20,A+,F,"","","","",2000-03-20
175,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-03-27,A+,F,"","","","",2000-03-27
176,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-06-27,C,ns,"","","","",2000-06-27
177,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-07-31,A+,ns,"","","","",2000-07-31
178,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-09-11,A+,ns,"","","","",2000-09-11
179,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-10-23,A,ns,"","","","",2000-10-23
180,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-11-13,A+,F,"","","","",2000-11-13
181,57,Royal Palms State Beach,33.717562,-118.322106,"",Rancho Palos Ver,Los Angeles -- LA City,CA,90732,"",2000-12-26,A+,ns,"","","","",2000-12-26
